,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
1314,"RT @VACafeOnline: Be Cyber Savvy - Protect Yourself and Your Clients https://t.co/OMXpMTmo0U

#virtualassistant #virtuallifestyle #workfrom…", be cyber savvy   protect yourself and your clients     virtualassistant  virtuallifestyle  workfrom ,0.0,0.0,positive,0.0,0.794,0.206,0.3818,101,11, be cyber savvy   protect yourself and your clients     virtualassistant  virtuallifestyle  workfrom ,"['', 'be', 'cyber', 'savvy', 'protect', 'yourself', 'and', 'your', 'clients', 'virtualassistant', 'virtuallifestyle', 'workfrom', '']","['', 'cyber', 'savvy', 'protect', 'clients', 'virtualassistant', 'virtuallifestyle', 'workfrom', '']","['', 'cyber', 'savvi', 'protect', 'client', 'virtualassist', 'virtuallifestyl', 'workfrom', '']"
1315,"Understand how to Start ""Siphoning"" High Ticket $1, 000-A-Pop Online Commissions THESE DAYS! Join… https://t.co/VDmrVHrmDI",understand how to start  siphoning  high ticket  1  000 a pop online commissions these days  join   ,0.16,0.5399999999999999,positive,0.0,0.855,0.145,0.296,100,16,understand how to start  siphoning  high ticket     a pop online commissions these days  join   ,"['understand', 'how', 'to', 'start', 'siphoning', 'high', 'ticket', 'a', 'pop', 'online', 'commissions', 'these', 'days', 'join', '']","['understand', 'start', 'siphoning', 'high', 'ticket', 'pop', 'online', 'commissions', 'days', 'join', '']","['understand', 'start', 'siphon', 'high', 'ticket', 'pop', 'onlin', 'commiss', 'day', 'join', '']"
1316,"Why Chicago TikTok star Rod Thill, who built his following on videos about millennial work-from-home culture, quit… https://t.co/DOCACK6RRU",why chicago tiktok star rod thill  who built his following on videos about millennial work from home culture  quit   ,0.0,0.1,neutral,0.0,1.0,0.0,0.0,117,19,why chicago tiktok star rod thill  who built his following on videos about millennial work from home culture  quit   ,"['why', 'chicago', 'tiktok', 'star', 'rod', 'thill', 'who', 'built', 'his', 'following', 'on', 'videos', 'about', 'millennial', 'work', 'from', 'home', 'culture', 'quit', '']","['chicago', 'tiktok', 'star', 'rod', 'thill', 'built', 'following', 'videos', 'millennial', 'work', 'home', 'culture', 'quit', '']","['chicago', 'tiktok', 'star', 'rod', 'thill', 'built', 'follow', 'video', 'millenni', 'work', 'home', 'cultur', 'quit', '']"
1317,"Mondays are the start of the work week which offers new beginnings 52 times a year! Happy Monday ❤️

#monday… https://t.co/kLLcsj8Tz5",mondays are the start of the work week which offers new beginnings 52 times a year  happy monday      monday   ,0.34545454545454546,0.48484848484848486,positive,0.0,0.821,0.179,0.5719,111,19,mondays are the start of the work week which offers new beginnings  times a year  happy monday      monday   ,"['mondays', 'are', 'the', 'start', 'of', 'the', 'work', 'week', 'which', 'offers', 'new', 'beginnings', 'times', 'a', 'year', 'happy', 'monday', 'monday', '']","['mondays', 'start', 'work', 'week', 'offers', 'new', 'beginnings', 'times', 'year', 'happy', 'monday', 'monday', '']","['monday', 'start', 'work', 'week', 'offer', 'new', 'begin', 'time', 'year', 'happi', 'monday', 'monday', '']"
1318,How to Work from Home as a Proofreader. FREE Proofreading Workshop #proofreading #proofreader #workfromhome #wahm… https://t.co/hLBEb4oTpY,how to work from home as a proofreader  free proofreading workshop  proofreading  proofreader  workfromhome  wahm   ,0.4,0.8,positive,0.0,0.798,0.202,0.5106,116,15,how to work from home as a proofreader  free proofreading workshop  proofreading  proofreader  workfromhome  wahm   ,"['how', 'to', 'work', 'from', 'home', 'as', 'a', 'proofreader', 'free', 'proofreading', 'workshop', 'proofreading', 'proofreader', 'workfromhome', 'wahm', '']","['work', 'home', 'proofreader', 'free', 'proofreading', 'workshop', 'proofreading', 'proofreader', 'workfromhome', 'wahm', '']","['work', 'home', 'proofread', 'free', 'proofread', 'workshop', 'proofread', 'proofread', 'workfromhom', 'wahm', '']"
1319,Please meet the 2 strayed cats which I have technically adopted (Ms. Gray (left) &amp; Popcorn (right). These photos we… https://t.co/j0nTBdbv9i,please meet the 2 strayed cats which i have technically adopted  ms  gray  left   amp  popcorn  right   these photos we   ,0.09523809523809523,0.2119047619047619,positive,0.0,0.881,0.119,0.3182,122,20,please meet the  strayed cats which i have technically adopted  ms  gray  left   amp  popcorn  right   these photos we   ,"['please', 'meet', 'the', 'strayed', 'cats', 'which', 'i', 'have', 'technically', 'adopted', 'ms', 'gray', 'left', 'amp', 'popcorn', 'right', 'these', 'photos', 'we', '']","['please', 'meet', 'strayed', 'cats', 'technically', 'adopted', 'ms', 'gray', 'left', 'amp', 'popcorn', 'right', 'photos', '']","['pleas', 'meet', 'stray', 'cat', 'technic', 'adopt', 'ms', 'gray', 'left', 'amp', 'popcorn', 'right', 'photo', '']"
1320,"#wellnesscoach
#gowrinaidu 
#livewellnessclub 
#numberonebrand 
#herbalifenutrition 
#viratkohli
#workfromhome… https://t.co/v8ePuprFke", wellnesscoach  gowrinaidu   livewellnessclub   numberonebrand   herbalifenutrition   viratkohli  workfromhome   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,113,7, wellnesscoach  gowrinaidu   livewellnessclub   numberonebrand   herbalifenutrition   viratkohli  workfromhome   ,"['', 'wellnesscoach', 'gowrinaidu', 'livewellnessclub', 'numberonebrand', 'herbalifenutrition', 'viratkohli', 'workfromhome', '']","['', 'wellnesscoach', 'gowrinaidu', 'livewellnessclub', 'numberonebrand', 'herbalifenutrition', 'viratkohli', 'workfromhome', '']","['', 'wellnesscoach', 'gowrinaidu', 'livewellnessclub', 'numberonebrand', 'herbalifenutrit', 'viratkohli', 'workfromhom', '']"
1321,"#Moet &amp; Chandon LARGE 25x25cm #Champagne Serving Tray Home Bar Pub Accessories https://t.co/wLjfaBbC8y @eBay
.… https://t.co/EoWUBJ5s3z", moet  amp  chandon large 25x25cm  champagne serving tray home bar pub accessories         ,0.21428571428571427,0.42857142857142855,positive,0.0,0.833,0.167,0.296,91,12, moet  amp  chandon large xcm  champagne serving tray home bar pub accessories         ,"['', 'moet', 'amp', 'chandon', 'large', 'xcm', 'champagne', 'serving', 'tray', 'home', 'bar', 'pub', 'accessories', '']","['', 'moet', 'amp', 'chandon', 'large', 'xcm', 'champagne', 'serving', 'tray', 'home', 'bar', 'pub', 'accessories', '']","['', 'moet', 'amp', 'chandon', 'larg', 'xcm', 'champagn', 'serv', 'tray', 'home', 'bar', 'pub', 'accessori', '']"
1322,RT @TweetYourBooks: 12 Critical eBooks That are The Keys to Success When Working As a #Freelancer to Rebuild Your Finances Post CV19 Pandem…, 12 critical ebooks that are the keys to success when working as a  freelancer to rebuild your finances post cv19 pandem ,0.15,0.4,positive,0.092,0.677,0.231,0.5423,121,21,  critical ebooks that are the keys to success when working as a  freelancer to rebuild your finances post cv pandem ,"['', 'critical', 'ebooks', 'that', 'are', 'the', 'keys', 'to', 'success', 'when', 'working', 'as', 'a', 'freelancer', 'to', 'rebuild', 'your', 'finances', 'post', 'cv', 'pandem', '']","['', 'critical', 'ebooks', 'keys', 'success', 'working', 'freelancer', 'rebuild', 'finances', 'post', 'cv', 'pandem', '']","['', 'critic', 'ebook', 'key', 'success', 'work', 'freelanc', 'rebuild', 'financ', 'post', 'cv', 'pandem', '']"
1323,Check out Moet &amp; Chandon Champagne Serving Tray Home Bar Pub Accessories Ice Glasses https://t.co/tf6QIkmf2M @eBay… https://t.co/eVo2aRkaE1,check out moet  amp  chandon champagne serving tray home bar pub accessories ice glasses       ,0.0,0.0,positive,0.0,0.855,0.145,0.296,95,14,check out moet  amp  chandon champagne serving tray home bar pub accessories ice glasses       ,"['check', 'out', 'moet', 'amp', 'chandon', 'champagne', 'serving', 'tray', 'home', 'bar', 'pub', 'accessories', 'ice', 'glasses', '']","['check', 'moet', 'amp', 'chandon', 'champagne', 'serving', 'tray', 'home', 'bar', 'pub', 'accessories', 'ice', 'glasses', '']","['check', 'moet', 'amp', 'chandon', 'champagn', 'serv', 'tray', 'home', 'bar', 'pub', 'accessori', 'ice', 'glass', '']"
1324,"#Moet &amp; Chandon #Champagne Outdoor Bar Glasses Acrylic White Ice &amp; Gold Set Of 2 https://t.co/c4dp9Aq0X0 @eBay
.… https://t.co/QBwgaXzkmu", moet  amp  chandon  champagne outdoor bar glasses acrylic white ice  amp  gold set of 2         ,0.0,0.0,positive,0.0,0.855,0.145,0.296,97,15, moet  amp  chandon  champagne outdoor bar glasses acrylic white ice  amp  gold set of          ,"['', 'moet', 'amp', 'chandon', 'champagne', 'outdoor', 'bar', 'glasses', 'acrylic', 'white', 'ice', 'amp', 'gold', 'set', 'of', '']","['', 'moet', 'amp', 'chandon', 'champagne', 'outdoor', 'bar', 'glasses', 'acrylic', 'white', 'ice', 'amp', 'gold', 'set', '']","['', 'moet', 'amp', 'chandon', 'champagn', 'outdoor', 'bar', 'glass', 'acryl', 'white', 'ice', 'amp', 'gold', 'set', '']"
1325,12 Critical eBooks That are The Keys to Success When Working As a #Freelancer to Rebuild Your Finances Post CV19 Pa… https://t.co/a0QMICahnw,12 critical ebooks that are the keys to success when working as a  freelancer to rebuild your finances post cv19 pa   ,0.15,0.4,positive,0.092,0.677,0.231,0.5423,118,21, critical ebooks that are the keys to success when working as a  freelancer to rebuild your finances post cv pa   ,"['', 'critical', 'ebooks', 'that', 'are', 'the', 'keys', 'to', 'success', 'when', 'working', 'as', 'a', 'freelancer', 'to', 'rebuild', 'your', 'finances', 'post', 'cv', 'pa', '']","['', 'critical', 'ebooks', 'keys', 'success', 'working', 'freelancer', 'rebuild', 'finances', 'post', 'cv', 'pa', '']","['', 'critic', 'ebook', 'key', 'success', 'work', 'freelanc', 'rebuild', 'financ', 'post', 'cv', 'pa', '']"
1326,RT @TheHouseOfDeals: Check out GUINNESS White LED Light Strip Neon Bar Sign Home Decor Pub Mancave Gift UK New https://t.co/4Fp5gSnjgM @eBa…, check out guinness white led light strip neon bar sign home decor pub mancave gift uk new     ,0.1787878787878788,0.38484848484848483,positive,0.0,0.847,0.153,0.4404,95,17, check out guinness white led light strip neon bar sign home decor pub mancave gift uk new     ,"['', 'check', 'out', 'guinness', 'white', 'led', 'light', 'strip', 'neon', 'bar', 'sign', 'home', 'decor', 'pub', 'mancave', 'gift', 'uk', 'new', '']","['', 'check', 'guinness', 'white', 'led', 'light', 'strip', 'neon', 'bar', 'sign', 'home', 'decor', 'pub', 'mancave', 'gift', 'uk', 'new', '']","['', 'check', 'guin', 'white', 'led', 'light', 'strip', 'neon', 'bar', 'sign', 'home', 'decor', 'pub', 'mancav', 'gift', 'uk', 'new', '']"
1327,Check out GUINNESS White LED Light Strip Neon Bar Sign Home Decor Pub Mancave Gift UK New https://t.co/4Fp5gSnjgM… https://t.co/nwh0kjjkag,check out guinness white led light strip neon bar sign home decor pub mancave gift uk new    ,0.1787878787878788,0.38484848484848483,positive,0.0,0.847,0.153,0.4404,93,17,check out guinness white led light strip neon bar sign home decor pub mancave gift uk new    ,"['check', 'out', 'guinness', 'white', 'led', 'light', 'strip', 'neon', 'bar', 'sign', 'home', 'decor', 'pub', 'mancave', 'gift', 'uk', 'new', '']","['check', 'guinness', 'white', 'led', 'light', 'strip', 'neon', 'bar', 'sign', 'home', 'decor', 'pub', 'mancave', 'gift', 'uk', 'new', '']","['check', 'guin', 'white', 'led', 'light', 'strip', 'neon', 'bar', 'sign', 'home', 'decor', 'pub', 'mancav', 'gift', 'uk', 'new', '']"
1328,"#HarleyDavidson Real Glass #Neon Sign Handmade 17x14 Home Bar Pub Dyna (NOT LED)  https://t.co/BS6NGoEjyO @eBay
.… https://t.co/7Ida9zzDTx", harleydavidson real glass  neon sign handmade 17x14 home bar pub dyna  not led           ,0.2,0.30000000000000004,neutral,0.0,1.0,0.0,0.0,90,13, harleydavidson real glass  neon sign handmade x home bar pub dyna  not led           ,"['', 'harleydavidson', 'real', 'glass', 'neon', 'sign', 'handmade', 'x', 'home', 'bar', 'pub', 'dyna', 'not', 'led', '']","['', 'harleydavidson', 'real', 'glass', 'neon', 'sign', 'handmade', 'x', 'home', 'bar', 'pub', 'dyna', 'led', '']","['', 'harleydavidson', 'real', 'glass', 'neon', 'sign', 'handmad', 'x', 'home', 'bar', 'pub', 'dyna', 'led', '']"
1329,TrendSpider LLC: Project Manager for Software Development and Quality Assurance Teams https://t.co/HLgumTOcIA… https://t.co/YGbpeY6nrK,trendspider llc  project manager for software development and quality assurance teams    ,0.0,0.0,positive,0.0,0.806,0.194,0.34,89,11,trendspider llc  project manager for software development and quality assurance teams    ,"['trendspider', 'llc', 'project', 'manager', 'for', 'software', 'development', 'and', 'quality', 'assurance', 'teams', '']","['trendspider', 'llc', 'project', 'manager', 'software', 'development', 'quality', 'assurance', 'teams', '']","['trendspid', 'llc', 'project', 'manag', 'softwar', 'develop', 'qualiti', 'assur', 'team', '']"
1330,TrendSpider LLC: Project Manager for Software Development and Quality Assurance Teams https://t.co/HLgumU5NA8… https://t.co/uTZAvtsEzH,trendspider llc  project manager for software development and quality assurance teams    ,0.0,0.0,positive,0.0,0.806,0.194,0.34,89,11,trendspider llc  project manager for software development and quality assurance teams    ,"['trendspider', 'llc', 'project', 'manager', 'for', 'software', 'development', 'and', 'quality', 'assurance', 'teams', '']","['trendspider', 'llc', 'project', 'manager', 'software', 'development', 'quality', 'assurance', 'teams', '']","['trendspid', 'llc', 'project', 'manag', 'softwar', 'develop', 'qualiti', 'assur', 'team', '']"
1331,"People move because of: marriage, divorce, death, job loss, new babies on the way etc. COVID does not change that.… https://t.co/2KgYi0IQw5",people move because of  marriage  divorce  death  job loss  new babies on the way etc  covid does not change that    ,0.13636363636363635,0.45454545454545453,negative,0.256,0.744,0.0,-0.7351,117,20,people move because of  marriage  divorce  death  job loss  new babies on the way etc  covid does not change that    ,"['people', 'move', 'because', 'of', 'marriage', 'divorce', 'death', 'job', 'loss', 'new', 'babies', 'on', 'the', 'way', 'etc', 'covid', 'does', 'not', 'change', 'that', '']","['people', 'move', 'marriage', 'divorce', 'death', 'job', 'loss', 'new', 'babies', 'way', 'etc', 'covid', 'change', '']","['peopl', 'move', 'marriag', 'divorc', 'death', 'job', 'loss', 'new', 'babi', 'way', 'etc', 'covid', 'chang', '']"
1333,"RT @OrlandoAltHeal: Parents, this year has been so challenging for you and your children. Checkout my blog for some support options.#health…", parents  this year has been so challenging for you and your children  checkout my blog for some support options  health ,0.5,1.0,positive,0.0,0.789,0.211,0.5881,121,20, parents  this year has been so challenging for you and your children  checkout my blog for some support options  health ,"['', 'parents', 'this', 'year', 'has', 'been', 'so', 'challenging', 'for', 'you', 'and', 'your', 'children', 'checkout', 'my', 'blog', 'for', 'some', 'support', 'options', 'health', '']","['', 'parents', 'year', 'challenging', 'children', 'checkout', 'blog', 'support', 'options', 'health', '']","['', 'parent', 'year', 'challeng', 'children', 'checkout', 'blog', 'support', 'option', 'health', '']"
1334,"Don't be afraid to try. You can do it! :)

#filipinovirtualassistance #morningmotivation #dontbeafraidtotry… https://t.co/spEvdR5Bv4",don t be afraid to try  you can do it       filipinovirtualassistance  morningmotivation  dontbeafraidtotry   ,-0.6,0.9,neutral,0.0,1.0,0.0,0.0,110,13,don t be afraid to try  you can do it       filipinovirtualassistance  morningmotivation  dontbeafraidtotry   ,"['don', 't', 'be', 'afraid', 'to', 'try', 'you', 'can', 'do', 'it', 'filipinovirtualassistance', 'morningmotivation', 'dontbeafraidtotry', '']","['afraid', 'try', 'filipinovirtualassistance', 'morningmotivation', 'dontbeafraidtotry', '']","['afraid', 'tri', 'filipinovirtualassist', 'morningmotiv', 'dontbeafraidtotri', '']"
1335,"Don't let stress make you spiral out of control! Instead, start spiraling upwards with this productivity cycle, sig… https://t.co/9mdzp7fvy8",don t let stress make you spiral out of control  instead  start spiraling upwards with this productivity cycle  sig   ,0.0,0.0,negative,0.141,0.859,0.0,-0.4215,118,19,don t let stress make you spiral out of control  instead  start spiraling upwards with this productivity cycle  sig   ,"['don', 't', 'let', 'stress', 'make', 'you', 'spiral', 'out', 'of', 'control', 'instead', 'start', 'spiraling', 'upwards', 'with', 'this', 'productivity', 'cycle', 'sig', '']","['let', 'stress', 'make', 'spiral', 'control', 'instead', 'start', 'spiraling', 'upwards', 'productivity', 'cycle', 'sig', '']","['let', 'stress', 'make', 'spiral', 'control', 'instead', 'start', 'spiral', 'upward', 'product', 'cycl', 'sig', '']"
1336,"RT @jayoswal: *HP ProBook 6560B*
Processor : I5 2nd gen
Ram : 4gb
Harddisk : 320gb
Screen size : 15.6 inch
A+++ Condition
Call for Best Pri…",  hp probook 6560b  processor   i5 2nd gen ram   4gb harddisk   320gb screen size   15 6 inch a    condition call for best pri ,0.5,0.15,positive,0.0,0.819,0.181,0.6369,127,22,  hp probook b  processor   i nd gen ram   gb harddisk   gb screen size     inch a    condition call for best pri ,"['', 'hp', 'probook', 'b', 'processor', 'i', 'nd', 'gen', 'ram', 'gb', 'harddisk', 'gb', 'screen', 'size', 'inch', 'a', 'condition', 'call', 'for', 'best', 'pri', '']","['', 'hp', 'probook', 'b', 'processor', 'nd', 'gen', 'ram', 'gb', 'harddisk', 'gb', 'screen', 'size', 'inch', 'condition', 'call', 'best', 'pri', '']","['', 'hp', 'probook', 'b', 'processor', 'nd', 'gen', 'ram', 'gb', 'harddisk', 'gb', 'screen', 'size', 'inch', 'condit', 'call', 'best', 'pri', '']"
1337,Juni Learning: Senior Customer Support Representative https://t.co/X677tSlgDL #remotejobs #jobs #nomad #workfromhome #digitalnomad #newjobs,juni learning  senior customer support representative    remotejobs  jobs  nomad  workfromhome  digitalnomad  newjobs,0.0,0.0,positive,0.0,0.803,0.197,0.4019,117,12,juni learning  senior customer support representative    remotejobs  jobs  nomad  workfromhome  digitalnomad  newjobs,"['juni', 'learning', 'senior', 'customer', 'support', 'representative', 'remotejobs', 'jobs', 'nomad', 'workfromhome', 'digitalnomad', 'newjobs']","['juni', 'learning', 'senior', 'customer', 'support', 'representative', 'remotejobs', 'jobs', 'nomad', 'workfromhome', 'digitalnomad', 'newjobs']","['juni', 'learn', 'senior', 'custom', 'support', 'repres', 'remotejob', 'job', 'nomad', 'workfromhom', 'digitalnomad', 'newjob']"
1338,#influencers #celebrities #contentcreators #workfromhome #startyourownbusiness #affiliatemarketing Check my… https://t.co/1gTYAGTPsW, influencers  celebrities  contentcreators  workfromhome  startyourownbusiness  affiliatemarketing check my   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,110,8, influencers  celebrities  contentcreators  workfromhome  startyourownbusiness  affiliatemarketing check my   ,"['', 'influencers', 'celebrities', 'contentcreators', 'workfromhome', 'startyourownbusiness', 'affiliatemarketing', 'check', 'my', '']","['', 'influencers', 'celebrities', 'contentcreators', 'workfromhome', 'startyourownbusiness', 'affiliatemarketing', 'check', '']","['', 'influenc', 'celebr', 'contentcr', 'workfromhom', 'startyourownbusi', 'affiliatemarket', 'check', '']"
1339,"RT @CeriVillasBali: Enjoying the beautiful stars from our villa - Bali 😍

Booking: https://t.co/Usgeq9GLlG  

#Airbnb #villaforrentbali #bu…", enjoying the beautiful stars from our villa   bali    booking        airbnb  villaforrentbali  bu ,0.675,0.8,positive,0.0,0.578,0.422,0.8074,99,12, enjoying the beautiful stars from our villa   bali    booking        airbnb  villaforrentbali  bu ,"['', 'enjoying', 'the', 'beautiful', 'stars', 'from', 'our', 'villa', 'bali', 'booking', 'airbnb', 'villaforrentbali', 'bu', '']","['', 'enjoying', 'beautiful', 'stars', 'villa', 'bali', 'booking', 'airbnb', 'villaforrentbali', 'bu', '']","['', 'enjoy', 'beauti', 'star', 'villa', 'bali', 'book', 'airbnb', 'villaforrentbali', 'bu', '']"
1342,"ล็อคดาวน์แต่เราไม่ดาวน์!กักตัวอยู่บ้าน ‘4เคล็ดลับ’
https://t.co/leRpsiGODR

#ComfortZone #FoodLogging… https://t.co/kwoE8xmSnp",                                        4              comfortzone  foodlogging   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,82,3,                                                      comfortzone  foodlogging   ,"['', 'comfortzone', 'foodlogging', '']","['', 'comfortzone', 'foodlogging', '']","['', 'comfortzon', 'foodlog', '']"
1343,Civil Rights Groups Pressure Feds for... - https://t.co/0kazuBkGfB #money #Onlinesales #businessgrowth… https://t.co/YHJud8xLF7,civil rights groups pressure feds for         money  onlinesales  businessgrowth   ,0.0,0.0,negative,0.216,0.784,0.0,-0.296,83,9,civil rights groups pressure feds for         money  onlinesales  businessgrowth   ,"['civil', 'rights', 'groups', 'pressure', 'feds', 'for', 'money', 'onlinesales', 'businessgrowth', '']","['civil', 'rights', 'groups', 'pressure', 'feds', 'money', 'onlinesales', 'businessgrowth', '']","['civil', 'right', 'group', 'pressur', 'fed', 'money', 'onlinesal', 'businessgrowth', '']"
1344,Writing a 3000 Word Blog Post in One Hour - https://t.co/phEIyfQepB #seotips #money #workathome #blog #workfromhome… https://t.co/Iottw3FxCF,writing a 3000 word blog post in one hour      seotips  money  workathome  blog  workfromhome   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,96,14,writing a  word blog post in one hour      seotips  money  workathome  blog  workfromhome   ,"['writing', 'a', 'word', 'blog', 'post', 'in', 'one', 'hour', 'seotips', 'money', 'workathome', 'blog', 'workfromhome', '']","['writing', 'word', 'blog', 'post', 'one', 'hour', 'seotips', 'money', 'workathome', 'blog', 'workfromhome', '']","['write', 'word', 'blog', 'post', 'one', 'hour', 'seotip', 'money', 'workathom', 'blog', 'workfromhom', '']"
1345,"New #remote #job Accounts Support Specialist at @github
https://t.co/T7d59K7rHg
#remotejob #hiring #workfromhome",new  remote  job accounts support specialist at      remotejob  hiring  workfromhome,0.018181818181818174,0.32727272727272727,positive,0.0,0.769,0.231,0.4019,84,10,new  remote  job accounts support specialist at      remotejob  hiring  workfromhome,"['new', 'remote', 'job', 'accounts', 'support', 'specialist', 'at', 'remotejob', 'hiring', 'workfromhome']","['new', 'remote', 'job', 'accounts', 'support', 'specialist', 'remotejob', 'hiring', 'workfromhome']","['new', 'remot', 'job', 'account', 'support', 'specialist', 'remotejob', 'hire', 'workfromhom']"
1346,"@Tanvii__Punia24 Do you want to see your work at..#contentwriters https://t.co/JFP2ZWNXou

#socialmediaagents… https://t.co/jeNURzhHTB",   punia24 do you want to see your work at   contentwriters     socialmediaagents   ,0.0,0.0,positive,0.0,0.885,0.115,0.0772,84,11,   punia do you want to see your work at   contentwriters     socialmediaagents   ,"['', 'punia', 'do', 'you', 'want', 'to', 'see', 'your', 'work', 'at', 'contentwriters', 'socialmediaagents', '']","['', 'punia', 'want', 'see', 'work', 'contentwriters', 'socialmediaagents', '']","['', 'punia', 'want', 'see', 'work', 'contentwrit', 'socialmediaag', '']"
1347,You have to get very very sick and tired of staying in Your Comfort Zone with nothing 🙄 or nothing will ever change… https://t.co/QPNA9EHQ34,you have to get very very sick and tired of staying in your comfort zone with nothing   or nothing will ever change   ,-0.6642857142857144,0.85,negative,0.247,0.666,0.088,-0.6741,118,22,you have to get very very sick and tired of staying in your comfort zone with nothing   or nothing will ever change   ,"['you', 'have', 'to', 'get', 'very', 'very', 'sick', 'and', 'tired', 'of', 'staying', 'in', 'your', 'comfort', 'zone', 'with', 'nothing', 'or', 'nothing', 'will', 'ever', 'change', '']","['get', 'sick', 'tired', 'staying', 'comfort', 'zone', 'nothing', 'nothing', 'ever', 'change', '']","['get', 'sick', 'tire', 'stay', 'comfort', 'zone', 'noth', 'noth', 'ever', 'chang', '']"
1348,"जिस महेनत से आज आप भाग रहे हो कल वही आपको सफलता दिलायेगी, झोंक दो खुद को ईस आग में कल यही आपको हीरा बनायेगी ।… https://t.co/jrM2VMI8Wh",                                                                                                                ,0.0,0.0,neutral,0.0,0.0,0.0,0.0,112,0,                                                                                                                ,"['', '']","['', '']","['', '']"
1350,"Customer Support Specialist (100% remote position) https://t.co/X8SJBN8LuV 
Our client, a well-funded and very rapi… https://t.co/QO3qFB4DuD",customer support specialist  100  remote position     our client  a well funded and very rapi   ,0.05,0.25,positive,0.0,0.696,0.304,0.5859,96,14,customer support specialist    remote position     our client  a well funded and very rapi   ,"['customer', 'support', 'specialist', 'remote', 'position', 'our', 'client', 'a', 'well', 'funded', 'and', 'very', 'rapi', '']","['customer', 'support', 'specialist', 'remote', 'position', 'client', 'well', 'funded', 'rapi', '']","['custom', 'support', 'specialist', 'remot', 'posit', 'client', 'well', 'fund', 'rapi', '']"
1351,Top Online Marketing Services You Should Know - https://t.co/q2pPDC05Cz... - https://t.co/NFOMagYHiu #blog… https://t.co/y8sTaCaFHY,top online marketing services you should know          blog   ,0.5,0.5,positive,0.0,0.795,0.205,0.2023,62,8,top online marketing services you should know          blog   ,"['top', 'online', 'marketing', 'services', 'you', 'should', 'know', 'blog', '']","['top', 'online', 'marketing', 'services', 'know', 'blog', '']","['top', 'onlin', 'market', 'servic', 'know', 'blog', '']"
1352,"#introverts #workfromhome 
#postpandemic #WorkFromAnywhere

https://t.co/HUhhY4I1mj", introverts  workfromhome   postpandemic  workfromanywhere   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,61,4, introverts  workfromhome   postpandemic  workfromanywhere   ,"['', 'introverts', 'workfromhome', 'postpandemic', 'workfromanywhere', '']","['', 'introverts', 'workfromhome', 'postpandemic', 'workfromanywhere', '']","['', 'introvert', 'workfromhom', 'postpandem', 'workfromanywher', '']"
1353,"Make extra cash from home in as little as 30 mins a day!  

See how easy matched betting is:… https://t.co/LRhpdUpIij",make extra cash from home in as little as 30 mins a day     see how easy matched betting is    ,0.08194444444444444,0.4777777777777778,positive,0.0,0.854,0.146,0.4404,95,19,make extra cash from home in as little as  mins a day     see how easy matched betting is    ,"['make', 'extra', 'cash', 'from', 'home', 'in', 'as', 'little', 'as', 'mins', 'a', 'day', 'see', 'how', 'easy', 'matched', 'betting', 'is', '']","['make', 'extra', 'cash', 'home', 'little', 'mins', 'day', 'see', 'easy', 'matched', 'betting', '']","['make', 'extra', 'cash', 'home', 'littl', 'min', 'day', 'see', 'easi', 'match', 'bet', '']"
1354,WorkfromOffice-&gt;WorkfromHome-&gt;WorkfromLibrary #Kidsholiday,workfromoffice  gt workfromhome  gt workfromlibrary  kidsholiday,0.0,0.0,positive,0.0,0.488,0.512,0.4939,64,6,workfromoffice  gt workfromhome  gt workfromlibrary  kidsholiday,"['workfromoffice', 'gt', 'workfromhome', 'gt', 'workfromlibrary', 'kidsholiday']","['workfromoffice', 'gt', 'workfromhome', 'gt', 'workfromlibrary', 'kidsholiday']","['workfromoffic', 'gt', 'workfromhom', 'gt', 'workfromlibrari', 'kidsholiday']"
1355,"Do You Like Easy Money? 💰. 🥳
How to Make Easy Money: 1 Fast Way to Make Money From Home ✅  ✅  🏆… https://t.co/0jdoKBy5v4",do you like easy money       how to make easy money  1 fast way to make money from home           ,0.35555555555555557,0.7555555555555555,positive,0.0,0.628,0.372,0.8074,98,18,do you like easy money       how to make easy money   fast way to make money from home           ,"['do', 'you', 'like', 'easy', 'money', 'how', 'to', 'make', 'easy', 'money', 'fast', 'way', 'to', 'make', 'money', 'from', 'home', '']","['like', 'easy', 'money', 'make', 'easy', 'money', 'fast', 'way', 'make', 'money', 'home', '']","['like', 'easi', 'money', 'make', 'easi', 'money', 'fast', 'way', 'make', 'money', 'home', '']"
